Z,A,E,Theta,omega,sigma,error,citation
2,4,1.2990000000000002,37.5,0.275,719.2,24.96,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.285,743.6,25.24,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.295,802.0,26.04,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.305,790.8,25.64,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.315,814.0,25.56,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.325,806.8,17.6,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.335,714.4,17.16,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.345,681.6,21.96,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.355,645.6,21.2,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.365,611.2,20.24,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.375,587.6,19.52,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.385,530.4,13.88,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.395,468.8,11.36,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.405,460.0,13.84,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.415,412.8,13.92,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.425,420.4,13.84,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.435,423.6,14.2,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.445,466.0,11.04,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.455,433.6,10.24,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.465,437.6,13.4,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.475,480.0,15.68,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.485,498.4,15.8,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.495,512.4,16.2,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.505,540.4,11.8,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.515,546.0,14.44,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.525,594.4,17.8,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.535,597.6,17.96,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.545,590.0,17.72,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.555,614.4,13.32,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.565,619.2,13.28,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.575,637.2,17.64,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.585,621.6,17.56,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.595,605.2,17.08,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.605,602.0,12.52,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.615,584.4,13.92,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.625,543.2,15.76,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.635,543.2,15.52,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.645,548.4,12.72,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.655,530.4,10.12,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.665,518.8,13.64,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.675,525.2,13.72,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.685,515.6,13.44,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.695,499.2,9.64,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.705,515.6,14.08,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.715,505.2,13.88,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.725,516.4,14.08,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.735,490.4,10.16,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.745,454.4,14.56,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.755,470.0,14.92,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.765,482.4,15.2,Sealock:1989nx
2,4,1.2990000000000002,37.5,0.775,505.2,17.76,Sealock:1989nx
2,4,2.02,15.022,0.09,11310.0,161.4,Day:1993md
2,4,2.02,15.022,0.105,17700.0,552.2,Day:1993md
2,4,2.02,15.022,0.12,22960.0,612.7,Day:1993md
2,4,2.02,15.022,0.135,28930.0,469.1,Day:1993md
2,4,2.02,15.022,0.15,29710.0,476.2,Day:1993md
2,4,2.02,15.022,0.165,29010.0,617.0,Day:1993md
2,4,2.02,15.022,0.18,24820.0,547.1,Day:1993md
2,4,2.02,15.022,0.195,20190.0,472.0,Day:1993md
2,4,2.02,15.022,0.21,16680.0,263.4,Day:1993md
2,4,2.02,15.022,0.225,13260.0,229.1,Day:1993md
2,4,2.02,15.022,0.24,10640.0,241.7,Day:1993md
2,4,2.02,15.022,0.255,8814.0,213.6,Day:1993md
2,4,2.02,15.022,0.27,7519.0,195.6,Day:1993md
2,4,2.02,15.022,0.285,6815.0,135.2,Day:1993md
2,4,2.02,15.022,0.3,6760.0,185.6,Day:1993md
2,4,2.02,15.022,0.315,6726.0,186.8,Day:1993md
2,4,2.02,15.022,0.33,7211.0,190.1,Day:1993md
2,4,2.02,15.022,0.345,7732.0,207.5,Day:1993md
2,4,2.02,15.022,0.36,8173.0,223.5,Day:1993md
2,4,2.02,20.016,0.12,281.4,36.59,Day:1993md
2,4,2.02,20.016,0.135,654.3,50.28,Day:1993md
2,4,2.02,20.016,0.15,1104.0,50.78,Day:1993md
2,4,2.02,20.016,0.165,1613.0,59.29,Day:1993md
2,4,2.02,20.016,0.18,2166.0,51.9,Day:1993md
2,4,2.02,20.016,0.195,2999.0,58.17,Day:1993md
2,4,2.02,20.016,0.21,3891.0,78.73,Day:1993md
2,4,2.02,20.016,0.225,4697.0,72.51,Day:1993md
2,4,2.02,20.016,0.24,4805.0,78.03,Day:1993md
2,4,2.02,20.016,0.255,5082.0,73.35,Day:1993md
2,4,2.02,20.016,0.27,4716.0,98.84,Day:1993md
2,4,2.02,20.016,0.285,4229.0,92.24,Day:1993md
2,4,2.02,20.016,0.3,3543.0,84.05,Day:1993md
2,4,2.02,20.016,0.315,3032.0,129.7,Day:1993md
2,4,2.02,20.016,0.33,2716.0,74.49,Day:1993md
2,4,2.02,20.016,0.345,2386.0,83.32,Day:1993md
2,4,2.02,20.016,0.36,2284.0,79.38,Day:1993md
2,4,2.02,20.016,0.375,2043.0,73.16,Day:1993md
2,4,2.02,20.016,0.39,1886.0,40.21,Day:1993md
2,4,2.02,20.016,0.405,1970.0,41.02,Day:1993md
2,4,2.02,20.016,0.42,1994.0,48.76,Day:1993md
2,4,2.02,20.016,0.435,2066.0,50.19,Day:1993md
2,4,2.02,20.016,0.45,2152.0,53.24,Day:1993md
2,4,2.7,15.0,0.126,690.8,62.13,Meziani:1992xr
2,4,2.7,15.0,0.139,1048.0,75.9,Meziani:1992xr
2,4,2.7,15.0,0.151,1688.0,91.19,Meziani:1992xr
2,4,2.7,15.0,0.16399999999999998,2258.0,101.8,Meziani:1992xr
2,4,2.7,15.0,0.17600000000000002,3128.0,115.8,Meziani:1992xr
2,4,2.7,15.0,0.18899999999999997,4046.0,128.2,Meziani:1992xr
2,4,2.7,15.0,0.201,5146.0,138.2,Meziani:1992xr
2,4,2.7,15.0,0.214,6088.0,146.2,Meziani:1992xr
2,4,2.7,15.0,0.226,7271.0,157.7,Meziani:1992xr
2,4,2.7,15.0,0.239,7962.0,165.6,Meziani:1992xr
2,4,2.7,15.0,0.251,8543.0,171.6,Meziani:1992xr
2,4,2.7,15.0,0.264,8467.0,176.7,Meziani:1992xr
2,4,2.7,15.0,0.276,8494.0,219.2,Meziani:1992xr
2,4,2.7,15.0,0.28800000000000003,8171.0,207.4,Meziani:1992xr
2,4,2.7,15.0,0.3,7131.0,190.0,Meziani:1992xr
2,4,2.7,15.0,0.312,6476.0,178.4,Meziani:1992xr
2,4,2.7,15.0,0.32299999999999995,5794.0,164.8,Meziani:1992xr
2,4,2.7,15.0,0.335,5209.0,155.7,Meziani:1992xr
2,4,2.7,15.0,0.34700000000000003,4718.0,143.4,Meziani:1992xr
2,4,2.7,15.0,0.359,4230.0,135.4,Meziani:1992xr
2,4,2.7,15.0,0.37,3790.0,128.5,Meziani:1992xr
2,4,2.7,15.0,0.382,3586.0,130.4,Meziani:1992xr
2,4,2.7,15.0,0.39399999999999996,3569.0,130.4,Meziani:1992xr
2,4,2.7,15.0,0.406,3534.0,136.2,Meziani:1992xr
2,4,2.7,15.0,0.41700000000000004,3387.0,127.9,Meziani:1992xr
2,4,2.7,15.0,0.428,3808.0,128.4,Meziani:1992xr
2,4,2.7,15.0,0.439,3710.0,124.7,Meziani:1992xr
2,4,2.7,15.0,0.45,3875.0,126.6,Meziani:1992xr
2,4,2.7,15.0,0.461,3972.0,125.0,Meziani:1992xr
2,4,2.7,15.0,0.47200000000000003,4128.0,125.8,Meziani:1992xr
2,4,2.7,15.0,0.484,3925.0,123.0,Meziani:1992xr
2,4,2.7,15.0,0.495,3904.0,121.4,Meziani:1992xr
2,4,2.7,15.0,0.506,4347.0,126.9,Meziani:1992xr
2,4,2.7,15.0,0.517,4437.0,130.4,Meziani:1992xr
2,4,2.7,15.0,0.528,4448.0,135.9,Meziani:1992xr
2,4,2.7,15.0,0.539,4585.0,141.7,Meziani:1992xr
2,4,2.7,15.0,0.55,4573.0,147.5,Meziani:1992xr
2,4,2.7,15.0,0.561,4603.0,142.2,Meziani:1992xr
2,4,2.7,15.0,0.5710000000000001,4615.0,139.6,Meziani:1992xr
2,4,2.7,15.0,0.5820000000000001,4512.0,137.3,Meziani:1992xr
2,4,2.7,15.0,0.5920000000000001,4670.0,133.1,Meziani:1992xr
2,4,2.7,15.0,0.603,4490.0,131.9,Meziani:1992xr
2,4,2.7,15.0,0.613,4394.0,129.1,Meziani:1992xr
2,4,2.7,15.0,0.624,4472.0,125.8,Meziani:1992xr
2,4,2.7,15.0,0.634,4201.0,123.7,Meziani:1992xr
2,4,2.7,15.0,0.645,3904.0,123.6,Meziani:1992xr
2,4,2.7,15.0,0.655,3999.0,125.1,Meziani:1992xr
2,4,2.7,15.0,0.6659999999999999,4201.0,129.2,Meziani:1992xr
2,4,2.7,15.0,0.6759999999999999,3791.0,114.7,Meziani:1992xr
2,4,2.7,15.0,0.6859999999999999,3606.0,109.3,Meziani:1992xr
2,4,2.7,15.0,0.696,3517.0,105.3,Meziani:1992xr
2,4,2.7,15.0,0.705,3277.0,100.9,Meziani:1992xr
2,4,2.7,15.0,0.715,3511.0,101.3,Meziani:1992xr
2,4,2.7,15.0,0.725,3209.0,97.26,Meziani:1992xr
2,4,2.7,15.0,0.735,3260.0,95.9,Meziani:1992xr
2,4,2.7,15.0,0.745,3175.0,93.49,Meziani:1992xr
2,4,2.7,15.0,0.755,3047.0,92.6,Meziani:1992xr
2,4,2.7,15.0,0.764,3026.0,93.6,Meziani:1992xr
2,4,2.7,15.0,0.774,3114.0,96.2,Meziani:1992xr
2,4,2.7,15.0,0.784,2953.0,98.16,Meziani:1992xr
2,4,3.3,15.0,0.099,9.253,0.8057,Meziani:1992xr
2,4,3.3,15.0,0.115,5.468,1.405,Meziani:1992xr
2,4,3.3,15.0,0.131,18.33,1.683,Meziani:1992xr
2,4,3.3,15.0,0.147,32.4,2.218,Meziani:1992xr
2,4,3.3,15.0,0.163,58.52,2.987,Meziani:1992xr
2,4,3.3,15.0,0.179,101.6,3.8360000000000003,Meziani:1992xr
2,4,3.3,15.0,0.195,160.7,4.848,Meziani:1992xr
2,4,3.3,15.0,0.21,261.0,24.52,Meziani:1992xr
2,4,3.3,15.0,0.225,336.3,28.5,Meziani:1992xr
2,4,3.3,15.0,0.24,584.0,31.57,Meziani:1992xr
2,4,3.3,15.0,0.255,747.1,35.87,Meziani:1992xr
2,4,3.3,15.0,0.27,994.6,39.33,Meziani:1992xr
2,4,3.3,15.0,0.285,1295.0,44.66,Meziani:1992xr
2,4,3.3,15.0,0.301,1714.0,47.9,Meziani:1992xr
2,4,3.3,15.0,0.316,2086.0,50.94,Meziani:1992xr
2,4,3.3,15.0,0.331,2376.0,52.92,Meziani:1992xr
2,4,3.3,15.0,0.34600000000000003,2653.0,56.99,Meziani:1992xr
2,4,3.3,15.0,0.361,2875.0,59.17,Meziani:1992xr
2,4,3.3,15.0,0.376,2941.0,61.24,Meziani:1992xr
2,4,3.3,15.0,0.391,2975.0,72.61,Meziani:1992xr
2,4,3.3,15.0,0.405,2786.0,69.08,Meziani:1992xr
2,4,3.3,15.0,0.419,2667.0,65.07,Meziani:1992xr
2,4,3.3,15.0,0.434,2389.0,60.93,Meziani:1992xr
2,4,3.3,15.0,0.44799999999999995,2330.0,58.13,Meziani:1992xr
2,4,3.3,15.0,0.462,2142.0,55.33,Meziani:1992xr
2,4,3.3,15.0,0.47600000000000003,2006.0,52.02,Meziani:1992xr
2,4,3.3,15.0,0.49,1817.0,49.25,Meziani:1992xr
2,4,3.3,15.0,0.504,1716.0,48.42,Meziani:1992xr
2,4,3.3,15.0,0.519,1633.0,47.89,Meziani:1992xr
2,4,3.3,15.0,0.5329999999999999,1754.0,49.69,Meziani:1992xr
2,4,3.3,15.0,0.547,1654.0,50.9,Meziani:1992xr
2,4,3.3,15.0,0.561,1596.0,55.99,Meziani:1992xr
2,4,3.3,15.0,0.574,1756.0,56.24,Meziani:1992xr
2,4,3.3,15.0,0.5870000000000001,1738.0,56.16,Meziani:1992xr
2,4,3.3,15.0,0.601,1965.0,56.25,Meziani:1992xr
2,4,3.3,15.0,0.614,1974.0,56.01,Meziani:1992xr
2,4,3.3,15.0,0.627,2092.0,57.24,Meziani:1992xr
2,4,3.3,15.0,0.6409999999999999,1988.0,56.15,Meziani:1992xr
2,4,3.3,15.0,0.654,2035.0,55.95,Meziani:1992xr
2,4,3.3,15.0,0.667,2093.0,55.79,Meziani:1992xr
2,4,3.3,15.0,0.6809999999999999,2147.0,57.66,Meziani:1992xr
2,4,3.3,15.0,0.6940000000000001,2117.0,58.1,Meziani:1992xr
2,4,3.3,15.0,0.7070000000000001,2086.0,60.08,Meziani:1992xr
2,4,3.3,15.0,0.72,2012.0,64.33,Meziani:1992xr
2,4,3.3,15.0,0.732,1903.0,62.19,Meziani:1992xr
2,4,3.3,15.0,0.745,1824.0,59.32,Meziani:1992xr
2,4,3.3,15.0,0.758,1814.0,57.49,Meziani:1992xr
2,4,3.3,15.0,0.77,1786.0,55.95,Meziani:1992xr
2,4,3.3,15.0,0.7829999999999999,1744.0,55.67,Meziani:1992xr
2,4,3.3,15.0,0.795,1771.0,54.94,Meziani:1992xr
2,4,3.3,15.0,0.8079999999999999,1747.0,54.21,Meziani:1992xr
2,4,3.3,15.0,0.82,1828.0,54.33,Meziani:1992xr
2,4,3.3,15.0,0.833,1698.0,54.54,Meziani:1992xr
2,4,3.3,15.0,0.846,1751.0,55.61,Meziani:1992xr
2,4,3.3,15.0,0.858,1684.0,57.92,Meziani:1992xr
2,4,3.595,16.02,0.18,5.131,0.4613,Day:1993md
2,4,3.595,16.02,0.195,10.83,0.9634,Day:1993md
2,4,3.595,16.02,0.21,16.74,1.1179999999999999,Day:1993md
2,4,3.595,16.02,0.225,22.24,1.262,Day:1993md
2,4,3.595,16.02,0.24,31.04,1.489,Day:1993md
2,4,3.595,16.02,0.255,44.77,1.805,Day:1993md
2,4,3.595,16.02,0.27,59.3,2.15,Day:1993md
2,4,3.595,16.02,0.285,84.2,2.461,Day:1993md
2,4,3.595,16.02,0.3,109.6,2.783,Day:1993md
2,4,3.595,16.02,0.315,147.3,3.1660000000000004,Day:1993md
2,4,3.595,16.02,0.33,198.9,12.83,Day:1993md
2,4,3.595,16.02,0.345,250.8,13.9,Day:1993md
2,4,3.595,16.02,0.36,351.8,15.57,Day:1993md
2,4,3.595,16.02,0.375,394.8,16.82,Day:1993md
2,4,3.595,16.02,0.39,534.1,19.35,Day:1993md
2,4,3.595,16.02,0.405,637.8,16.13,Day:1993md
2,4,3.595,16.02,0.42,732.5,17.22,Day:1993md
2,4,3.595,16.02,0.435,845.6,18.29,Day:1993md
2,4,3.595,16.02,0.45,906.4,26.34,Day:1993md
2,4,3.595,16.02,0.465,1031.0,27.07,Day:1993md
2,4,3.595,16.02,0.48,1063.0,26.69,Day:1993md
2,4,3.595,16.02,0.495,1074.0,26.37,Day:1993md
2,4,3.595,16.02,0.51,1040.0,25.32,Day:1993md
2,4,3.595,16.02,0.525,1022.0,20.65,Day:1993md
2,4,3.595,16.02,0.54,961.3,19.4,Day:1993md
2,4,3.595,16.02,0.555,918.1,19.0,Day:1993md
2,4,3.595,16.02,0.57,855.8,28.99,Day:1993md
2,4,3.595,16.02,0.585,786.9,27.67,Day:1993md
2,4,3.595,16.02,0.6,790.9,26.67,Day:1993md
2,4,3.595,16.02,0.615,730.9,24.72,Day:1993md
2,4,3.595,16.02,0.63,715.6,24.93,Day:1993md
2,4,3.595,16.02,0.645,714.1,21.98,Day:1993md
2,4,3.595,16.02,0.66,743.5,22.57,Day:1993md
2,4,3.595,16.02,0.675,789.0,22.71,Day:1993md
2,4,3.595,16.02,0.69,847.8,40.4,Day:1993md
2,4,3.595,16.02,0.705,818.9,40.53,Day:1993md
2,4,3.595,16.02,0.72,823.5,40.12,Day:1993md
2,4,3.595,16.02,0.735,870.8,39.84,Day:1993md
2,4,3.595,16.02,0.75,875.8,41.4,Day:1993md
2,4,3.595,16.02,0.765,911.3,21.82,Day:1993md
2,4,3.595,16.02,0.78,902.9,21.26,Day:1993md
2,4,3.595,16.02,0.795,874.2,20.94,Day:1993md
2,4,3.595,16.02,0.81,921.7,24.0,Day:1993md
2,4,3.595,16.02,0.825,900.5,23.56,Day:1993md
2,4,3.595,16.02,0.84,892.0,23.24,Day:1993md
2,4,3.595,16.02,0.855,877.9,22.99,Day:1993md
2,4,3.595,16.02,0.87,886.5,19.82,Day:1993md
2,4,3.595,16.02,0.885,876.0,19.83,Day:1993md
2,4,3.595,16.02,0.9,804.6,19.13,Day:1993md
2,4,3.595,16.02,0.915,860.1,35.84,Day:1993md
2,4,3.595,16.02,0.93,851.4,34.8,Day:1993md
2,4,3.595,16.02,0.945,902.5,35.92,Day:1993md
2,4,3.595,16.02,0.96,821.5,34.6,Day:1993md
2,4,3.595,16.02,0.975,856.1,27.48,Day:1993md
2,4,3.595,16.02,0.99,887.7,27.6,Day:1993md
2,4,3.595,16.02,1.005,855.5,41.04,Day:1993md
2,4,3.595,16.02,1.02,884.6,42.72,Day:1993md
2,4,3.595,16.02,1.035,864.0,41.99,Day:1993md
2,4,3.595,16.02,1.05,968.2,43.02,Day:1993md
2,4,3.595,16.02,1.065,850.4,41.07,Day:1993md
2,4,3.595,16.02,1.08,927.1,26.54,Day:1993md
2,4,3.595,16.02,1.095,928.0,26.43,Day:1993md
2,4,3.595,16.02,1.11,877.0,31.49,Day:1993md
2,4,3.595,16.02,1.125,959.0,33.02,Day:1993md
2,4,3.595,16.02,1.14,915.6,32.71,Day:1993md
2,4,3.595,16.02,1.155,914.0,32.93,Day:1993md
2,4,3.595,16.02,1.17,947.5,26.06,Day:1993md
2,4,3.595,16.02,1.185,956.2,25.1,Day:1993md
2,4,3.595,16.02,1.2,953.2,36.11,Day:1993md
2,4,3.595,16.02,1.215,984.4,35.8,Day:1993md
2,4,3.595,16.02,1.23,993.6,35.08,Day:1993md
2,4,3.595,16.02,1.245,953.6,35.19,Day:1993md
2,4,3.595,16.02,1.26,914.2,34.1,Day:1993md
2,4,3.595,16.02,1.275,981.5,26.33,Day:1993md
2,4,3.595,16.02,1.29,935.6,26.19,Day:1993md
2,4,3.595,16.02,1.305,1007.0,38.81,Day:1993md
2,4,3.595,16.02,1.32,937.5,36.54,Day:1993md
2,4,3.595,16.02,1.335,864.8,34.72,Day:1993md
2,4,3.595,16.02,1.35,861.4,35.61,Day:1993md
2,4,3.595,16.02,1.365,903.5,27.21,Day:1993md
2,4,3.595,16.02,1.38,906.0,26.63,Day:1993md
2,4,3.595,16.02,1.395,915.6,37.86,Day:1993md
2,4,3.595,16.02,1.41,896.9,36.99,Day:1993md
2,4,3.595,16.02,1.425,908.7,36.56,Day:1993md
2,4,3.595,16.02,1.44,883.3,27.69,Day:1993md
2,4,3.595,16.02,1.455,875.6,27.19,Day:1993md
2,4,3.595,16.02,1.47,956.3,40.18,Day:1993md
2,4,3.595,16.02,1.485,932.7,39.31,Day:1993md
2,4,3.595,16.02,1.5,885.0,38.78,Day:1993md
2,4,3.595,16.02,1.515,913.5,38.74,Day:1993md
2,4,3.595,16.02,1.53,926.5,39.74,Day:1993md
2,4,3.595,16.02,1.545,881.3,39.35,Day:1993md
2,4,3.595,20.016,0.255,0.1353,0.057420000000000006,Day:1993md
2,4,3.595,20.016,0.27,0.1933,0.027960000000000002,Day:1993md
2,4,3.595,20.016,0.285,0.4059,0.0335,Day:1993md
2,4,3.595,20.016,0.3,0.5886,0.04082,Day:1993md
2,4,3.595,20.016,0.315,0.8505,0.0477,Day:1993md
2,4,3.595,20.016,0.33,1.278,0.05727,Day:1993md
2,4,3.595,20.016,0.345,1.909,0.06513,Day:1993md
2,4,3.595,20.016,0.36,2.412,0.07571,Day:1993md
2,4,3.595,20.016,0.375,3.1639999999999997,0.08567000000000001,Day:1993md
2,4,3.595,20.016,0.39,4.213,0.09887,Day:1993md
2,4,3.595,20.016,0.405,5.437,0.1086,Day:1993md
2,4,3.595,20.016,0.42,6.808,0.1251,Day:1993md
2,4,3.595,20.016,0.435,8.581,0.1448,Day:1993md
2,4,3.595,20.016,0.45,11.63,0.6025,Day:1993md
2,4,3.595,20.016,0.465,14.46,0.6415,Day:1993md
2,4,3.595,20.016,0.48,17.62,0.7078,Day:1993md
2,4,3.595,20.016,0.495,23.32,0.7889,Day:1993md
2,4,3.595,20.016,0.51,28.89,0.8749,Day:1993md
2,4,3.595,20.016,0.525,36.03,0.905,Day:1993md
2,4,3.595,20.016,0.54,45.56,1.016,Day:1993md
2,4,3.595,20.016,0.555,55.0,1.14,Day:1993md
2,4,3.595,20.016,0.57,70.0,2.826,Day:1993md
2,4,3.595,20.016,0.585,86.74,3.117,Day:1993md
2,4,3.595,20.016,0.6,102.5,3.24,Day:1993md
2,4,3.595,20.016,0.615,119.0,3.398,Day:1993md
2,4,3.595,20.016,0.63,137.9,3.665,Day:1993md
2,4,3.595,20.016,0.645,142.1,3.428,Day:1993md
2,4,3.595,20.016,0.66,155.9,3.583,Day:1993md
2,4,3.595,20.016,0.675,160.9,3.5039999999999996,Day:1993md
2,4,3.595,20.016,0.69,173.3,7.096,Day:1993md
2,4,3.595,20.016,0.705,170.7,6.934,Day:1993md
2,4,3.595,20.016,0.72,175.9,6.787999999999999,Day:1993md
2,4,3.595,20.016,0.735,169.9,6.744,Day:1993md
2,4,3.595,20.016,0.75,180.7,3.727,Day:1993md
2,4,3.595,20.016,0.765,178.5,3.5060000000000002,Day:1993md
2,4,3.595,20.016,0.78,167.4,3.389,Day:1993md
2,4,3.595,20.016,0.795,168.6,3.853,Day:1993md
2,4,3.595,20.016,0.81,174.6,3.895,Day:1993md
2,4,3.595,20.016,0.825,174.2,3.864,Day:1993md
2,4,3.595,20.016,0.84,167.1,3.7960000000000003,Day:1993md
2,4,3.595,20.016,0.855,168.1,3.841,Day:1993md
2,4,3.595,20.016,0.87,168.7,3.885,Day:1993md
2,4,3.595,20.016,0.885,173.1,3.995,Day:1993md
2,4,3.595,25.011999999999997,0.405,0.00988,0.003118,Day:1993md
2,4,3.595,25.011999999999997,0.435,0.01952,0.0057079999999999995,Day:1993md
2,4,3.595,25.011999999999997,0.45,0.02355,0.007853,Day:1993md
2,4,3.595,25.011999999999997,0.465,0.02459,0.009987000000000001,Day:1993md
2,4,3.595,25.011999999999997,0.48,0.06487000000000001,0.01048,Day:1993md
2,4,3.595,25.011999999999997,0.495,0.09147999999999999,0.01119,Day:1993md
2,4,3.595,25.011999999999997,0.51,0.08551,0.0132,Day:1993md
2,4,3.595,25.011999999999997,0.525,0.1383,0.01585,Day:1993md
2,4,3.595,25.011999999999997,0.54,0.2322,0.03619,Day:1993md
2,4,3.595,25.011999999999997,0.555,0.2395,0.03827,Day:1993md
2,4,3.595,25.011999999999997,0.57,0.2699,0.0472,Day:1993md
2,4,3.595,25.011999999999997,0.585,0.377,0.0476,Day:1993md
2,4,3.595,25.011999999999997,0.6,0.4171,0.05101,Day:1993md
2,4,3.595,25.011999999999997,0.615,0.5661,0.04626,Day:1993md
2,4,3.595,25.011999999999997,0.63,0.6909,0.04954,Day:1993md
2,4,3.595,25.011999999999997,0.645,0.8467,0.07685,Day:1993md
2,4,3.595,25.011999999999997,0.66,1.172,0.08964,Day:1993md
2,4,3.595,25.011999999999997,0.675,1.304,0.09354,Day:1993md
2,4,3.595,25.011999999999997,0.69,1.584,0.1011,Day:1993md
2,4,3.595,25.011999999999997,0.705,1.972,0.1117,Day:1993md
2,4,3.595,25.011999999999997,0.72,2.383,0.1098,Day:1993md
2,4,3.595,25.011999999999997,0.735,3.048,0.1227,Day:1993md
2,4,3.595,25.011999999999997,0.75,3.511,0.1329,Day:1993md
2,4,3.595,25.011999999999997,0.765,4.992,0.2825,Day:1993md
2,4,3.595,25.011999999999997,0.78,6.015,0.3095,Day:1993md
2,4,3.595,25.011999999999997,0.795,6.745,0.329,Day:1993md
2,4,3.595,25.011999999999997,0.81,7.794,0.3645,Day:1993md
2,4,3.595,25.011999999999997,0.825,9.894,0.3964,Day:1993md
2,4,3.595,25.011999999999997,0.84,11.81,0.3824,Day:1993md
2,4,3.595,25.011999999999997,0.855,13.6,0.4112,Day:1993md
2,4,3.595,25.011999999999997,0.87,15.91,0.827,Day:1993md
2,4,3.595,25.011999999999997,0.885,18.37,0.9032,Day:1993md
2,4,3.595,25.011999999999997,0.9,20.73,0.9425,Day:1993md
2,4,3.595,25.011999999999997,0.915,22.45,1.002,Day:1993md
2,4,3.595,25.011999999999997,0.93,27.91,1.091,Day:1993md
2,4,3.595,25.011999999999997,0.945,25.8,0.792,Day:1993md
2,4,3.595,25.011999999999997,0.96,30.46,0.835,Day:1993md
2,4,3.595,25.011999999999997,0.975,32.98,1.194,Day:1993md
2,4,3.595,25.011999999999997,0.99,33.54,1.249,Day:1993md
2,4,3.595,25.011999999999997,1.005,33.0,1.252,Day:1993md
2,4,3.595,25.011999999999997,1.02,35.59,1.234,Day:1993md
2,4,3.595,25.011999999999997,1.035,35.2,0.8315,Day:1993md
2,4,3.595,25.011999999999997,1.05,35.83,0.7867,Day:1993md
2,4,3.595,25.011999999999997,1.065,36.02,0.7558,Day:1993md
2,4,3.595,25.011999999999997,1.08,37.83,0.9239,Day:1993md
2,4,3.595,25.011999999999997,1.095,37.84,0.9194,Day:1993md
2,4,3.595,25.011999999999997,1.11,37.53,0.9246,Day:1993md
2,4,3.595,25.011999999999997,1.125,39.47,0.9778,Day:1993md
2,4,3.595,25.011999999999997,1.14,40.48,1.0070000000000001,Day:1993md
2,4,3.595,25.011999999999997,1.155,41.57,1.023,Day:1993md
2,4,3.595,30.01,0.63,0.0063,0.001876,Day:1993md
2,4,3.595,30.01,0.645,0.006292,0.001399,Day:1993md
2,4,3.595,30.01,0.66,0.003857,0.001269,Day:1993md
2,4,3.595,30.01,0.675,0.003782,0.001549,Day:1993md
2,4,3.595,30.01,0.69,0.008733,0.001954,Day:1993md
2,4,3.595,30.01,0.705,0.01706,0.003934,Day:1993md
2,4,3.595,30.01,0.72,0.012969999999999999,0.003547,Day:1993md
2,4,3.595,30.01,0.735,0.01683,0.004097,Day:1993md
2,4,3.595,30.01,0.75,0.02433,0.003926,Day:1993md
2,4,3.595,30.01,0.765,0.03414,0.0043619999999999996,Day:1993md
2,4,3.595,30.01,0.78,0.04856,0.00492,Day:1993md
2,4,3.595,30.01,0.795,0.04768,0.008333,Day:1993md
